phrase,phrase ids,sentiment values,overall sentiment,sentiment_value,sentence_index,splitset_label
"Holland let things play out halfway, but is noticeably better acted - much less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals.",184445,0.65278,positive,3,10508,1
Response Hollywood 's an air ball.,184446,0.55556,neutral,2,10785,1
"Final Hollywood hilarious show-stoppingly not, but bitingly witty nonetheless.",45508,0.66667,positive,3,2022,1
Hollywood ending is the Woody Allen film most disappointing ever.,223673,0.18056,very negative,0,7181,1
Hollywood ending is not much fun.,145849,0.23611,negative,1,7050,1
Hollywood has taken a dive of 's imaginative flight Shyamalan' Alfred Hitchcock self-important summer fluff s.,184458,0.23611,negative,1,9454,1
"Holm makes his clever, intricate magic, and Iben Hjelje is attractive as a whole pumpkin.",66038,0.75,positive,3,2662,1
"Holofcener rejects patent solutions to dramatize life 's disorder outside in, in all its strange quirks.",66043,0.84722,very positive,4,4326,1
"The hope remains that the film comes up to the apparent skills of their creators and talent of its actors, but it is not.",106314,0.58333,neutral,2,6698,1
"Irredeemably stupid, senseless humor and uninspired.",184486,0.097222,very negative,0,11030,1
"Hopkins, squarely fill the screen.",223688,0.81944,very positive,4,9949,1
"Halos and horns benefits of chance, but we also remember our own responsibility to the question of what the truth was told.",66056,0.66667,positive,3,3843,1
Terribly amateur film that is clearly bored and visually ugly when it is not incomprehensible.,184492,0.125,very negative,0,9910,1
Horrible.,223693,0.013889,very negative,0,7013,1
"horrible little film propaganda fascinating connections not only the Serbs themselves, but also to a network of extreme right in the US.",106321,0.61111,positive,3,6597,1
How I killed my father is one of those art films that makes you feel like you're watching an iceberg melt - only it never melts.,184504,0.44444,neutral,2,9923,1
How I killed my father would be a rarity in Hollywood.,106323,0.48611,neutral,2,5462,1
How about starting with a more original story instead of just hitting the tip humor and gags gross output on top of the same old crap?,184506,0.44444,neutral,2,10543,1
What's surprising to try something new?,223697,0.15278,very negative,0,11442,1
How can a claim so cold film to express the warmth and desire?,223698,0.26389,negative,1,9990,1
How is a film made with the depth of a man who lacked any?,223702,0.375,negative,1,11187,1
How good could this film depends on whether you believe the surprising conclusion is too much of a fall or not.,66064,0.66667,positive,3,3848,1
How inept he is serving Sara?,184516,0.19444,very negative,0,9695,1
How many times filmmakers self-important issue of how horrible we are with ourselves and with others indie us boring stories?,184520,0.27778,negative,1,9536,1
How he escaped from the chain Lifetime I'll never know.,106326,0.33333,negative,1,6563,1
"Howard and his colleagues give performances all committed, but you're often undone by Howard 's attempts to find a' self-aware 'Filmmaking literary style to match your theme.",145901,0.33333,negative,1,6759,1
"However, 'it s quite nice and ecological feelings in favor of wildlife are certainly welcome.",223706,0.70833,positive,3,5298,1
"But to be honest, the place Rising never justifies its existence.",106332,0.23611,negative,1,6108,1
"However stale material, delivering Lawrence 's still perfect; his great gift is that you can actually fooled into thinking some of this worn, pandering palaver is really fun.",106337,0.59722,neutral,2,6278,1
Hugely accomplished slice of Hitchcockian suspense.,106340,0.77778,positive,3,4585,1
"Hugely entertaining from beginning to end, with a fall from grace that still leaves shock waves, which makes anyone happy Hollywood is suspected of being invaded by corrupt weasels and hedonists.",66072,0.94444,very positive,4,3788,1
Hugh Grant 's act is sometimes so consuming' s hard to say that the other actors in the film are.,106343,0.72222,positive,3,6207,1
"Hugh Grant, who has a good line of charm, has never been more charming than a Boy.",106347,0.80556,very positive,4,5135,1
"Human nature, in short, is not as fun as you think it is; It's not that intelligent.",106351,0.26389,negative,1,6299,1
"Human nature is a dumb movie, how was Malkovich, but tries too hard.",184539,0.66667,positive,3,9166,1
Humor in I Spy is so anemic.,184543,0.23611,negative,1,11463,1
"Humorless drivel self-conscious art, done without a ray of intelligence or invention.",184548,0.11111,very negative,0,10224,1
"Humorous, artistic, and even cute, in a decentered, dark, vaguely disturbing.",106354,0.58333,neutral,2,4985,1
"Humor and sincere, 's version of `Nicholas Nickleby' Douglas McGrath left refreshed and full of hope me.",223717,0.81944,very positive,4,3507,1
"Huppert 's show to steal and a meal of it is, channeling Kathy Baker' s his creepy turn as the mother in Boston Public suppressed as much as 8 women 's Augustine.",45540,0.61111,positive,3,1716,1
Huppert and Girardot operation gives exceptional honesty.,66084,0.93056,very positive,4,3519,1
"Hypnotically dull, depressed without break, crying tone ridiculously predictable cadence of a depressed suicidal poetry fifteen-year-old 's.",184555,0.125,very negative,0,9478,1
I 'd be hard pressed to think of another film that Evelyn cloyingly sappy this year.,106369,0.27778,negative,1,6674,1
I'd be lying if I said that my ribcage did not end the pain of Kung Pow.,66090,0.75,positive,3,3993,1
I 'd rather see a repeat of the Powerpuff,106372,0.13889,very negative,0,5563,1
I 'd see these two together again in a New York minute.,66094,0.83333,very positive,4,4342,1
I'm going out on a limb.,184558,0.61111,positive,3,10235,1
"I'll put it this way: if you are in the mood for melodrama narrated by talking fish, this is the movie for you.",66102,0.55556,neutral,2,2319,1
"I'll stick with stage versions, however, that bite cleaner and deeper.",66106,0.22222,negative,1,3225,1
"I'm not all for the mental problems get their fair chance in the film industry, but surely not have to be like a collection of keening and mutilating fair geeks.",184569,0.40278,neutral,2,10209,1
"I'm not convinced he could support a family of five blind, the crippled, the Amish alive in this situation better than these British soldiers do to keep themselves kicks.",184570,0.26389,negative,1,10790,1
I'm not giving you a thumbs down because interminably repetitive scenes of shame.,184571,0.22222,negative,1,9222,1
I'll give it a thumbs up marginal.,106379,0.72222,positive,3,5369,1
I'm not guessing the manager is a magician.,145945,0.77778,positive,3,7594,1
"m happy I 'have seen - not as an alternative version, but as the last exercise in displaying deleted scenes.",106381,0.59722,neutral,2,5557,1
I 'm left a little disappointed that did not.,184574,0.33333,negative,1,10514,1
"I'm not a fan of the phrase `affirmation of life"" because it usually means `schmaltzy 'but real women have curves really is life-affirming.",106387,0.75,positive,3,5433,1
I'm not exactly sure what I think this movie is about.,145949,0.34722,negative,1,6821,1
"I'm not usually a fan of vegetables, but this lot is pretty cute.",66114,0.45833,neutral,2,3575,1
"I'm not saying that no ice age picutres quite nice, but there is not enough substance in history that actually give them life.",106394,0.54167,neutral,2,5803,1
I 'm not sure these words have always been together in the same sentence: This film is boring erotic cannibal.,145956,0.16667,very negative,0,6891,1
"I 'm not sure which half of the dragonfly is worse: The part where nothing' s going on, or the part that something 's going on, but it s stupid.",145961,0.083333,very negative,0,7222,1
"I 'm not sure what is worse: poor performance by the cast, the flat dialogue by Vincent R. Nebrida or address Laurice Guillen gutless by.",223730,0.055556,very negative,0,10600,1
I 'm not sure it will take longer to heal: the welt on Johnny Knoxville' stomach of a riot projectile or my own tortured psyche s.,184576,0.097222,very negative,0,10598,1
"I'm sorry to say that this should seal the deal - Arnold is not, nor will be again.",184580,0.25,negative,1,10712,1
"Current hearings m sure I 'be confused, but for those who have the least minimal appreciation and Clarissa Dalloway Woolf, The Hours represents two of which are well spent.",66119,0.79167,positive,3,2371,1
"I'm sure the director would not agree, but honestly, I do not see the point.",223732,0.29167,negative,1,7256,1
I'm not sure there's a teenager somewhere that 's dying for this kind of entertainment.,184581,0.375,negative,1,9214,1
"I've had more interesting - and dare I say, thematically complex - bowel movements that this long-on-the-shelf, exercise point and shoot in the criminal drama gimmicky.",106401,0.34722,negative,1,6209,1
"I've never bought from telemarketers, but I bought this film.",45554,0.63889,positive,3,2027,1
"I've never seen or heard anything like this movie, and I recommend it only for its originality.",66126,0.81944,very positive,4,2356,1
"I've seen some bad actors become a singer, but Lil Bow Wow takes the cake.",184591,0.23611,negative,1,10059,1
"I 'have yet to find a real movie combat Vietnam War actually produced either north or south of Vietnam, but the least we now have something very close.",106411,0.70833,positive,3,5376,1
I admire and yet not be recommended because its runtime Natural overstays.,223749,0.31944,negative,1,8639,1
"I admire the final scenes of the film, which seem to wonder whether our civilization offers a cure for the complaint Vicente 's.",66128,0.73611,positive,3,4284,1
"I admit, I do not like to like.",223750,0.48611,neutral,2,9508,1
I also think that Resident Evil is not.,184598,0.29167,negative,1,9457,1
I am very amused by the idea that we have reached a point in society where it has been considered important enough to make a movie where someone has to be hired to portray Richard Dawson.,66130,0.80556,very positive,4,3464,1
