,phrase,phrase ids,sentiment values,overall sentiment,sentiment_value,sentence_index,splitset_label
23867,"Surpasing Austin Power mvies their  ga, ths baxitatonaody subrcsiprtan to Ranch or gstat are base o he stength of is n intelligence s opposed to the measure of s extraagac.",104654,0.76389,positive,3,4508,1
23868,"Beautiul, angry an ad, sik ith  poemcurious, as i the Marquis ee had cm to pastel lanscapes",64274,0.79167,positive,3,3876,1
23869,"Bautiful, ld, oorful and just pli werforanothrwrld, a itlestrage rtthatis th to scare ile w elight inth imags.",64276,0.70833,positive,3,4234,1
23870,Wth seeing an maintain a crtain charm,64280,0.83333,very positive,4,3390,1
23871,"Bautiflly crafed attctiv flm tha sod appal to a plic hugry high lvel f qlt nd a slc,widingyar tt wil kep themuessn.",64282,0.88889,very positive,4,3577,1
23872,"eautifuly crated nd brutaly honest, Pomises offeran unexpcte wiow into the compleitieof thestugle ithe Midle as nd umnity ofits pep.",104656,0.97222,very positive,4,5182,1
23873,Betifull crafted and isturbigo .. rereates the tmoshere o he crim y epets,64288,0.88889,very positive,4,2685,1
23874,Very well dirctedndacte cnvininly.,104657,0.73611,positive,3,5389,1
23875,Beauily filed an cted l .. but hetruth spoblatic  its narrativ etails.,104659,0.63889,positive,3,5808,1
23876,Beauly rodced.,222561,0.93056,very positive,4,11652,1
23877,Beautiflyrecove sty fCarenand rcreate on in an Afria language.,64292,0.70833,positive,3,3198,1
23878,"Excelet hooapy, delicately and r on  sriesof cios at heart, is  lyraEndeavor.",44670,0.88889,very positive,4,2184,1
23879,"Beautfullyfiled aainst the froen nter lncpes of Gble andeneva, the fm nfolds with ll the tension mouin supnse fimexpet, until gey benet it all radally revealed.",104661,0.84722,very positive,4,4810,1
23880,"Becsethe ileliberatellack iron, h  agnuin dramtic impac; e ply s  poerful 1957 drama smehowave nver ee befoe.",64302,0.80556,very positive,4,4445,1
23881,"Beas gnd is wll stablished, whichmaks te ili fresh inellignt writing, skewed carars, ad title peformance by ieran Cki.",64305,0.83333,very positive,4,3154,1
23882,"Beusetheleve of intellience ofheracers should be low, very o,very low,o suerd wok, te filmoes ntcontai witthey gasonly woked.",182734,0.18056,very negative,0,9483,1
23883,t ecomesabit ofa morgasbord: a sntimenal fimthat ds ot anda trller tha wi n,182741,0.19444,very negative,0,10705,1
23884,It beomsa fascinting stu of isolation nfrustratio tht successlyereates ot the pysial environmentandthe emotional stins of thePapin sistrs,64309,0.63889,positive,3,4377,1
23885,It becoesthe lating yo expec from a ovewh tis iter deed of any filmPlmpton oin.,182743,0.20833,negative,1,9945,1
23886,"Been tee, done tht,I liked i better th frst tie  whn it was calld the prfeso",182748,0.29167,negative,1,11110,1
23887,"Bn he, dn that .. athosan tis lread  better.",182750,0.30556,negative,1,10560,1
23888,Been thr don tha,182752,0.33333,negative,1,9879,1
23889,"eoeclpse in ealythekidof comdy feow police officer hohad prosed am,ayy.",222569,0.38889,negative,1,4871,1
23890,Bfor a sude tur s needed and become  sage sor f romantic comed ' adaptation of ary Gatkil' s heartbreking story shrt .. Steven Shainberg is a deepl unselin xerience plaed brilliantly,144090,0.66667,positive,3,7272,1
23891,Before long you're dserate o en th nigh.,222570,0.18056,very negative,0,5749,1
23892,"Confuse in thicharacterizatios, a it egins to apper heneer the mater of two yars, youujec",104671,0.34722,negative,1,6478,1
23893,It begins s a docudrma butbuls his stry ofmultile cacter wih a flourish,64311,0.83333,very positive,4,2566,1
23894,"Bhanmemores' sis agreat maerial oailm -camoist, uscula nlyc in thebest senseof relnd -Sherida, bu is od withglomy rmae.",182760,0.31944,negative,1,11181,1
23895,"Behd heltr, Hollywoo is sordid  digsting.",222571,0.11111,very negative,0,9794,1
23896,Latent homosexualbeingand the pleasreof readin ae st enugh.,222574,0.43056,neutral,2,9908,1
23897,"I the ly ng not necssarilyequat  beng good, n matterhw dmirablye filmmakerv one for e",104676,0.34722,negative,1,6667,1
23898,Credibility as not one of the fim 's rtues.,144111,0.27778,negative,1,7153,1
23899,togly beles inhmnity thatfels almost anachroistic nd s too cut b hlf.,104681,0.52778,neutral,2,4621,1
23900,"ella ise picture ofealt wih bundlss eerg, ntil a fe days bfore hs eat.",222576,0.5,neutral,2,9824,1
23901,"Itbelngsto the \ catego oo hot for diet T vide / VD, and thats hy I'vgin ta one sta.",182775,0.22222,negative,1,11351,1
23902,Here it is show lew expcations.,104685,0.11111,very negative,0,6241,1
23903,"Thyou can nt mrk themegence Mr woy s minsrem, bt its promise remainumiised.",222582,0.72222,positive,3,1916,1
23904,"Ben Knsly is relly , plyg ome knd o trck Gandhi",222585,0.81944,very positive,4,4501,1
23905,"Benth thcearfilm willsock any considrbe cst liessil and detrmination,baced y sheer nere.",104694,0.61111,positive,3,4539,1
23906,eath th acdestang eemnglyineitabe ad sagacousfi fa tpo... there is a plot improiedmoents larelyflatand ucreativ prt.,182780,0.16667,very negative,0,10890,1
23907,"enigni's Pinocho is extremely traight a vrhegly farfetced, thei eisodi rythm keep the filmfom delin an flowf the nrrative.",182783,0.40278,neutral,2,9230,1
23908,"Benigni s preted as thechld uppetinchio, complete hreednghi weatered fac and Breckin Meer Amrican idiculoly inappropriat Valley By voie",104697,0.45833,neutral,2,6721,1
23909,Ncl eresor mxes both humond pathos to take us  thir sentimental jourey of the heat.,222588,0.625,positive,3,1863,1
23910,"erry 's rash, ful-bdieperfrmanegives this agingseiesneeed a big kic, so ``Die Aother Da''on of the moenertaining links n year",222598,0.90278,very positive,4,2340,1
23911,Best desried as wat you did last iner.,182792,0.47222,neutral,2,9462,1
23912,Bes enjoyed s awork of fictinisired by reaevnts,222603,0.69444,positive,3,3717,1
23913,est indie f he year so ar.,104715,0.80556,very positive,4,4673,1
23914,Bet o l is Garca who perectlyporray theespair of a vey isecuran.,64331,0.91667,very positive,4,3503,1
23915,"est effect, best peformane ad a iarious KenethBaag.",222607,0.86111,very positive,4,3978,1
23916,"Better yet, he oesal thi,and ore, whiles beg ne of th motwidy ilaiousocial criticthis side of onathn Swift.",222609,0.84722,very positive,4,5013,1
23917,"Between ursts of automatic wapns,hisory offeatrnchantriique o atalism.",64341,0.65278,positive,3,2627,1
23918,An thm De Niroan urh howtme make te tasiest andfunuilty pasure f many a recent movie season.,64343,0.94444,very positive,4,4402,1
23919,Beare the qrkyBrit-com.,222613,0.34722,negative,1,5788,1
23920,"Bendintelligenc, rrty nd pristine camra wo, an obsessi is a obrin mdiaon on why e tak pictures.",222614,0.77778,positive,3,3259,1
23921,Bieinsk is afilmmaer imresive aent.,104733,0.77778,positive,3,4540,1
23922,"Big Ft ir ilittl oe than  homonly rises t a new eve, more self-critcal.",104738,0.19444,very negative,0,6636,1
23923,Big iste ,222622,0.22222,negative,1,11037,1
23924,Bg mmet.,222623,0.5,neutral,2,6629,1
23925,"elw s rsponsible for th unformseqences nuclearrii, u milkdraawh ishould  building suspens, an drag out to man cene trd the end at shld ac uickly.",104740,0.23611,negative,1,5894,1
23926,Bgeow offes some twist and urntat occasionally striig fortifies this trid tal,104741,0.65278,positive,3,6055,1
23927,"Deasia BlMrriso is inflxible, ubrably ifficult and eautful.",104747,0.84722,very positive,4,4657,1
23928,Blly Cysaland RbertDe Niroeepwa through vuarities in a sequel ayrejec.,144157,0.25,negative,1,6946,1
23929,"Birot creaesa draa about a well-deined sense  placnd age - as in,15-ea-old -wh torment ananuish becom almt sopratc fo us, as ar hs carctrs.",182809,0.65278,positive,3,11550,1
23930,"irthdagil oe no try to surpiseuswhlot twists, bt rtherseem t ejoy er ontrapareny",64366,0.69444,positive,3,3130,1
23931,"e brtdygirl us with apln and Kidman, who ae ble o mke some movie starcharisa we he neeto sell in hi twsted ovestory, bt t cnalo ntit the flm' darker turns.",44726,0.75,positive,3,2214,1
23932,The brthda girl alks the tiropebete eing plicated wedly un an just bad.,64368,0.83333,very positive,4,3643,1
23933,"Bisetdeivers  prformnce of the pay, bu se is no able t sae tmvie.",104759,0.56944,neutral,2,5932,1
23934,Bitterweet comey \ / he fulof lifeand gestures and sme relly lovely Italan guys.,104763,0.88889,very positive,4,5499,1
23935,Backand whitean unrealisic,222630,0.16667,very negative,0,11796,1
23936,Blade I hs a briht andisatic tar deo but sufes from rapantvamprdevalton.,182820,0.55556,neutral,2,11439,1
23937,"Blae II is afr asmovs ge etrge,s oumay an to leav our date behid it, or shewill k ou feel you we hi big time.",64381,0.45833,neutral,2,3593,1
23938,"lade I cobinsbtsad ees of ightingams, cabe fu, hrrorovis,mysteryJaesBo, wrestling, cince fiction and animated n a large stew blood",64382,0.65278,positive,3,2621,1
23939,"Sos, bt harles.",222637,0.29167,negative,1,11814,1
23940,"Equppd withtwoine, nanderformnce lead.",64392,0.72222,positive,3,3809,1
23941,"Bisterngly ud, frigtenilyfun, sympathetic sadly surveys damage, the fim hs a Holden Kieran ulkin inperfet ton.",104785,0.90278,very positive,4,4836,1
23942,leefully anacronsticnd cuningl achonolgcal.,64397,0.48611,neutral,2,2997,1
23943,Bodet is aughable inthe olemity wit which it  topumplife vework elements of peri astwood Diry Hary's,182844,0.20833,negative,1,11204,1
23944,"Boody unday ha the grae to cllfrprevenin rathe tanblame, so i isone of the bst war vis eer made",64401,0.93056,very positive,4,2940,1
23945,"Blue Crus follows he forml,ut hros in to ny conflctto antain comellingtoy.",144187,0.33333,negative,1,6883,1
23946,"Bue Cru s althe featur of an avnture energeiextreme sports,but eds mor hn a seechig ``rty Woan '' retread, with emphss on slf-mpowermen stietality and urig big waves that ives pic is tt Last moment ",222645,0.25,negative,1,11242,1
23947,Blue Crhisa predictaleas h tide.,222646,0.22222,negative,1,9514,1
23948,Blue Crush i so log adoring hat is ot een clse t beinthe barnburingy ad moie thaprised it wolbe.,104791,0.30556,negative,1,6281,1
23949,"Blu than te Atlntic an bologally moe etaieauto, e fi ... is also frequently hlaio.",64411,0.80556,very positive,4,4226,1
23950,"Blu Bltarky,we mis you",104796,0.61111,positive,3,6100,1
23951,"With soef themost pool lt atiostaged an meory, iotoris hcosest y cn get to a mvie imittion.",182857,0.31944,negative,1,9743,1
23952,It ha a handfl of virtuosic et ieces and ffers a o of poor qulty cury fn,104803,0.625,positive,3,4878,1
23953,Jcta enug iaogu funny and harp haracterizations t be somethfn.,64415,0.68056,positive,3,3535,1
23954,"Bosts striking ar dction, bu hs a oe peulir forc that cari ou thr elcome qicly limite.",182858,0.26389,negative,1,10639,1
23955,Bogdnih isunabashedly pro-eb nd maes fw attempts t giv voice to thether side.,104805,0.31944,negative,1,5926,1
23956,"Bgdovich story p ino perspeie an, thrh a rearkableerfrance irsten Dnst's,showing Daes a youn woma great charm,grosiy ad dipmac.",44746,0.69444,positive,3,1956,1
23957,"Bogdanovich drawsdeeply int thmysticalHars, enteraiigreceting a hitoria scndal",44749,0.83333,very positive,4,2100,1
23958,Bgged  s w asob bad behaior bad moo ad boy Jia s whichpayshimslfin a one-noteperformance.,182862,0.43056,neutral,2,10362,1
23959,"Lod, heartfeltcomed",222649,0.875,very positive,4,11625,1
23960,"Boldyegineering a collisiobetween tastlss exravaancecl Bmovi ndthegatsrtual anomie, the ilm Rse sitfultoits souc teri, povides  teaciousdemonstationofdeath as e great equalizer.",104808,0.56944,neutral,2,4762,1
23961,"Bll uses alotf cutting and buredquck way to gose thempreon tins, bu stuiaogue and inadeqate ionsotmes ill th ffect.",182870,0.16667,very negative,0,9939,1
23962,Bostered by an exeptiona peromanceand akin clea eye n th ecomy to treat nd te pathlogy  ghetto fbulousnes.,64425,0.80556,very positive,4,3935,1
23963,Bond-nspired,222653,0.48611,neutral,2,6165,1
23964,omesnd ther hildren wll hav good imBarie.,44754,0.79167,positive,3,2039,1
23965,Boring ad meners.,222656,0.125,very negative,0,11823,1
23966,Borro fromothe fis lik he mostcomon anobviousway.,182875,0.33333,negative,1,10079,1
23967,"Borstal Boy repreentsthe wort knofil,theguy who etendstob exitig n tuthful, ut very shy an soggfrustratn.",104817,0.041667,very negative,0,6531,1
23968,"Both un, Gaia nd gg i caractrs perfectlyexeced d wnderfully ymphetic, whc are altenately oching and funny.",104819,0.72222,positive,3,4984,1
23969,"Both Gr an ut ary the fl because they recredile apeole - flawed, sure things rng, and aradto admit howmch tey n relly eed the companyfthers",64433,0.76389,positive,3,4427,1
23970,Bth the nar of a mvi eywell done nd  tibute o a woma heassion orthis region nd its inhabitant tll shinesin herys blue sience.,104821,0.88889,very positive,4,4765,1
23971,Both a dettve tory nd a omac spicedwith ntrigue and oliical skulldugger academ.,104823,0.65278,positive,3,5248,1
23972,  bi our trough 300 yeas o Rssia cultra idntitya a impessiechcal achvement,64435,0.81944,very positive,4,3980,1
23973,S scesfu adaptaton ad  nice m iits own rigt.,104825,0.83333,very positive,4,4936,1
23974,"Both anadmirable reonstructin of terribl event, and anapproia mnument to the dd of ta y, and the tousas therafte.",104827,0.76389,positive,3,5098,1
23975,Boh cnvitedan snened coninig.,104828,0.77778,positive,3,5093,1
23976,Both deseve tte.,222658,0.36111,negative,1,7726,1
23977,Both lusoatic an see lanholy whtti i t her?,222660,0.63889,positive,3,5677,1
23978,"Botefectve andelayd, Gngs ofNew or arinScorsese' til emere asits mst itlwor sinceGoofells.",44759,0.51389,neutral,2,2178,1
23979,"Both hearbreaking and tuchin .. t a simple fable perorme in a sytle wioutart, but itis tremendously moving.",44765,0.90278,very positive,4,1994,1
23980,Bt acosre ead Osarin siz.,222661,0.80556,very positive,4,4556,1
23981,"Both trident and spoific, and beusverythingis repeaed five or i ims,it may seem ave borngl.",182880,0.18056,very negative,0,9733,1
23982,Bot t storyof cm nd love tryare unusul,222662,0.59722,neutral,2,6972,1
23983,Bottm rung New ak City apint.,144229,0.25,negative,1,7315,1
23984,Boun to appal to woen ooi fora howingl time o por qality.,64438,0.73611,positive,3,3297,1
23985,Ramo gis perfrmance tht is msful,64439,0.88889,very positive,4,3220,1
23986,"By, hs thisraise ever un ut o gas.",144234,0.16667,very negative,0,7108,1
23987,"oy  by, it's howler",104838,0.51389,neutral,2,6271,1
23988,"Brainlss, buun over-t-top meldrma ret band euces Wld teen-a repreents fift eism in awy hat orrs on homoeroticsm roghtrde",144249,0.375,negative,1,7077,1
23989,Inteligentaistic anmuted almos t the pointof suffocation,182887,0.43056,neutral,2,10265,1
23990,"Brah,inelgenandeotclly unervingtrait Hanke 's an Autran mpny f upper clas and the supressiofhisdemonshiddenis fel iquey witha sdonc shake.",64453,0.83333,very positive,4,4130,1
23991,Braao Kty!,222669,0.68056,positive,3,9889,1
23992,bravstorof love andsweet borowed.,64457,0.77778,positive,3,3658,1
23993,"Brvfortherewriten istry, an h inibl koge that he hs pwer of al s the pwe of ov.",64460,0.77778,positive,3,2668,1
23994,Brvo reveals thetrue inttofhsfilm careulyseletg rspdents to conruta ortrait of Castro predomantlybeneficial way thatcan onybeeens proagana.,182894,0.48611,neutral,2,10539,1
23995,"Bray s ompletly asea; th nothng methan a music vide b Svae Garden on yur resme, yu hae no iea of ​​king a film.",182900,0.11111,very negative,0,10176,1
23996,"Bread, y wet hasso many flaws thatwould be asy for critics shattrs.",222670,0.15278,very negative,0,9506,1
23997,Berip 's is icolete withactoih annotaios in the argin of cton.,104853,0.36111,negative,1,6709,1
23998,'S Guapo widescre photogrphy ad Pal Grabowski' s rian Tfano exlet music make thisquite arohial meloraa nto soethin eally special,44779,0.875,very positive,4,2052,1
23999,"Brilanly wrien anwell ace, asphaltyellow i fim wthut concessios.",64474,0.95833,very positive,4,3048,1
24000,"Ooespassion words, for its eccentric haacers, ponetccdnts nd the craz things that kepeope gog n tis crazy ife.",64479,0.88889,very positive,4,3632,1
